LAST_UPDATE,FREQUENCY,DESTINATION,PURPOSE,DURATION,UNIT,COUNTRY,TIME_PERIOD,OBS_VALUE
01/02/2024 23:00,A,WORLD,Personal,N_GE1,NR,SK,2021,5926636
01/02/2024 23:00,A,WORLD,Personal,N_GE1,NR,SK,2022,9760240
01/02/2024 23:00,A,WORLD,Personal,N_GE1,NR,UK,2012,136157487
01/02/2024 23:00,A,WORLD,Personal,N_GE1,NR,UK,2013,135898066
01/02/2024 23:00,A,WORLD,Holiday,N_GE1,NR,AL,2017,1171325
01/02/2024 23:00,A,WORLD,Holiday,N_GE1,NR,AL,2019,1854468
01/02/2024 23:00,A,WORLD,Holiday,N_GE1,NR,AL,2020,1636215
01/02/2024 23:00,A,WORLD,Holiday,N_GE1,NR,AT,2012,13501353
01/02/2024 23:00,A,WORLD,Holiday,N_GE1,NR,AT,2013,13088034
01/02/2024 23:00,A,WORLD,Holiday,N_GE1,NR,AT,2014,13664322
01/02/2024 23:00,A,WORLD,Holiday,N_GE1,NR,AT,2015,13500165
01/02/2024 23:00,A,WORLD,Holiday,N_GE1,NR,AT,2016,14674035
